15117,1
186929,2
35982,3
81472,3
154203,3
154204,3
154451,3
89565,4
164541,4
105343,5
153960,6
1290,7
125120,8
111186,9
118383,10
184849,11
51985,12
47133,13
96141,14
125120,15
79619,16
84505,17
25889,18
27305,18
32468,18
112495,18
173531,18
180385,18
32470,19
123609,19
136271,19
35611,20
98105,21
164367,22
27105,23
180514,24
56217,25
7668,26
103087,27
103086,28
7399,29
22111,29
139721,30
164336,31
113397,32
47419,33
494,34
184102,35
184227,36
184581,36
184735,37
185677,37
107228,38
154943,39
45580,40
95380,41
114624,41
173816,41
26491,42
20270,43
164985,44
97761,45
137423,46
4730,47
52309,48
66279,49
46081,50
149112,51
4753,52
110161,53
123553,54
165257,54
38426,55
58125,56
139701,57
154369,58
16449,59
37037,59
64184,59
123734,60
46094,61
91837,61
110093,62
85415,63
90917,64
105598,65
174660,65
48647,66
84661,66
170490,67
185509,68
46247,69
10826,70
185113,71
119725,72
159008,73
18691,74
18744,74
100449,75
85947,76
100227,77
71497,78
71498,78
47898,79
146332,80
84832,81
57348,82
84897,83
22641,84
187275,85
85059,86
85058,87
78367,88
40158,89
64008,89
69500,89
162417,90
118383,91
34294,92
45599,93
123606,94
23143,95
45963,96
63758,97
129321,97
151714,97
173534,97
86221,98
38579,99
34479,100
128784,101
57700,102
57701,102
62619,103
24254,104
36952,104
16373,105
120211,106
111186,107
7039,108
7040,108
81181,109
45429,110
45592,110
16364,111
152960,112
56215,113
57654,114
46241,115
46243,115
70085,116
51985,117
46294,118
12646,119
43817,120
147371,121
35711,122
46826,122
56118,122
84503,122
85740,122
85741,122
110313,122
128828,122
10270,123
39293,123
100322,123
100324,123
128827,123
159902,124
168287,125
98494,126
98495,126
5144,127
39698,127
41778,127
48093,127
53896,127
73154,127
138074,127
139720,127
14134,128
98581,128
100621,128
110851,128
120561,128
170285,129
71491,130
174756,131
9708,132
157708,133
4860,134
26827,135
15438,136
163527,137
163949,137
17276,138
98108,139
157007,140
184849,141
184935,142
189573,143
55284,144
182557,145
7581,146
10200,147
83252,148
121872,148
102513,149
145971,149
168689,150
1374,151
1513,151
1517,151
7117,151
7118,151
9372,151
9408,151
15561,151
40380,151
44903,151
65674,151
72714,151
72715,151
72726,151
75965,151
77476,151
82521,151
86279,151
86280,151
87879,151
99237,151
103211,151
123873,151
134683,151
142673,151
166548,151
166569,151
166961,151
167314,151
176428,151
176569,151
179271,151
24249,152
63788,152
107692,152
16447,153
45540,153
47866,153
63764,153
98790,153
98804,153
136373,153
146809,153
149390,153
151098,153
152615,153
160096,153
161811,153
162469,153
164164,153
165398,153
167244,153
176360,154
67539,155
94632,155
177454,155
135162,156
42212,157
158093,157
158269,158
128673,159
26031,160
56986,160
89865,160
98839,160
103262,160
103263,160
130124,160
152289,160
171098,160
111966,161
163867,161
151402,162
163815,162
178412,162
24573,163
162876,164
70486,165
113609,166
15231,167
148816,168
71929,169
39630,170
5835,171
9417,171
10651,171
18991,171
21916,171
23828,171
32892,171
35116,171
41810,171
51750,171
52856,171
57609,171
74432,171
76293,171
97250,171
101173,171
103215,171
104466,171
105191,171
109318,171
113829,171
118679,171
120742,171
125886,171
129746,171
144622,171
144623,171
146280,171
150998,171
161597,171
59616,172
56443,173
158902,173
196654,174
105275,175
113758,176
32652,177
43091,177
60784,177
61693,177
104882,177
108401,177
109405,177
116277,177
85206,178
4817,179
6654,179
18768,179
139552,180
177737,180
13834,181
165770,182
13398,183
42484,183
71746,183
94310,183
121922,183
128624,183
151291,184
180453,185
10409,186
82284,187
96811,188
110001,188
1644,189
1645,189
1940,189
2246,189
3383,189
3970,189
6041,189
8565,189
8697,189
11838,189
13844,189
20657,189
21037,189
23518,189
25784,189
27421,189
31316,189
37607,189
45310,189
50521,189
50522,189
54718,189
55969,189
70560,189
70794,189
72397,189
77579,189
81365,189
81576,189
81616,189
82870,189
89411,189
89659,189
91554,189
94509,189
97843,189
99066,189
99444,189
104986,189
106183,189
108597,189
109084,189
115712,189
119605,189
121570,189
126041,189
136175,189
144111,189
153144,189
154407,189
161786,189
167706,189
167750,189
170365,189
176983,189
177144,189
25575,190
40206,191
104788,191
154629,191
116231,192
66731,193
114164,193
147706,194
14682,195
159467,195
177602,196
187621,197
6859,198
16366,198
16495,198
44860,198
46300,198
66295,198
160597,198
66164,199
115973,199
174628,199
175986,199
178170,199
39574,200
3796,201
73245,201
54180,202
1457,203
34852,203
35192,203
35311,203
44404,203
44405,203
44406,203
44407,203
62094,203
62095,203
62412,203
64340,203
65153,203
84076,203
84217,203
84310,203
87012,203
94453,203
94746,203
94757,203
114480,203
114481,203
118045,203
137362,203
149753,203
161812,203
170594,203
171010,203
178150,203
197343,203
17399,204
169947,205
33534,206
64636,206
74274,206
87013,206
177871,206
179172,206
194940,206
125148,207
187826,207
188957,208
24875,209
99888,209
155688,209
28010,210
189791,211
191478,211
94656,212
187648,212
154792,213
154791,214
189389,215
16558,216
16562,216
42168,216
82435,216
83922,216
85542,216
87431,216
96923,216
119721,216
142721,216
147932,216
33942,217
57756,218
15776,219
19197,220
35595,220
39075,220
79644,220
80739,220
93428,220
120941,220
130771,220
151322,220
44566,221
36436,222
147429,222
136053,223
168572,223
168823,223
27625,224
78098,225
160364,225
122961,226
187009,227
147146,228
2524,229
39509,229
43643,229
55682,229
62943,229
169832,229
197389,230
39970,231
146135,231
146899,232
176712,233
52551,234
100395,234
101138,235
103115,235
182456,236
133879,237
144808,238
145592,239
6421,240
59434,240
61593,240
67512,240
107965,240
111809,240
133034,240
147604,240
162611,240
41642,241
11460,242
61359,242
81094,242
105795,242
159729,242
180958,242
10496,243
175353,244
28643,245
7082,246
105698,247
26759,248
187822,248
71731,249
1781,250
1818,250
2644,250
5706,250
7990,250
14794,250
14902,250
27205,250
34964,250
44415,250
44508,250
50311,250
50317,250
50318,250
56449,250
56450,250
56451,250
56846,250
62054,250
62117,250
62342,250
67759,250
69065,250
70138,250
74135,250
76232,250
90649,250
94728,250
94810,250
98898,250
106163,250
117160,250
118071,250
118073,250
118186,250
127665,250
132673,250
132978,250
137363,250
139916,250
140654,250
140884,250
148509,250
149826,250
156989,250
159007,250
161137,250
167831,250
72440,251
21372,252
18258,253
155390,253
133577,254
189045,254
25824,255
81030,256
2289,257
20342,257
20343,257
55321,257
64528,257
115370,257
116982,257
184268,258
185309,258
185675,258
17135,259
46275,259
78680,259
81686,259
123937,259
169957,259
182066,259
59939,260
177995,261
177996,261
178637,261
178638,261
178982,261
178983,261
179234,261
179629,261
140967,262
91789,263
187842,264
164605,265
6263,266
46507,266
165736,266
103054,267
136215,268
141685,269
67490,270
171993,271
169439,272
125482,273
13607,274
35516,274
176840,275
176841,275
176842,275
55055,276
176843,276
2317,277
2759,277
4175,277
6550,277
11200,277
19953,277
35027,277
42703,277
44349,277
50316,277
52452,277
64805,277
65271,277
80071,277
83529,277
95602,277
117798,277
118399,277
122594,277
127690,277
161568,277
167659,277
167714,277
176104,277
1118,278
3716,278
16130,278
50536,278
71879,278
76144,278
79008,278
113797,278
132931,278
132933,278
173370,278
173371,278
181448,278
181908,278
181912,278
182427,278
182428,278
182665,278
182680,278
183098,278
183165,278
183732,278
183733,278
175393,279
118559,280
118561,280
181510,281
182192,281
182823,281
183207,281
54298,282
126430,283
96598,284
101331,284
103051,284
136185,284
42505,285
71463,285
24629,286
24830,286
49604,286
59602,286
70959,286
87705,286
104961,286
121658,286
141344,286
146984,286
152265,286
155369,286
170939,286
174521,286
9729,287
9737,287
84861,288
89626,288
60284,289
174904,289
120140,290
177785,290
183287,291
145861,292
115121,293
40506,294
44076,294
57958,294
147256,294
43102,295
155193,295
104229,296
34820,297
58746,297
69970,297
81587,297
132067,297
144880,297
150140,297
167159,297
3700,298
4589,298
7011,298
7946,298
10600,298
10607,298
15129,298
15338,298
16619,298
18967,298
20344,298
22115,298
25278,298
25719,298
26075,298
38359,298
40017,298
41223,298
48602,298
48797,298
51726,298
55973,298
57519,298
58568,298
61146,298
65308,298
73059,298
76901,298
82178,298
86078,298
88371,298
103835,298
105779,298
114605,298
115394,298
116960,298
117641,298
119090,298
119969,298
120340,298
120819,298
121473,298
130625,298
132923,298
133970,298
139454,298
143472,298
156402,298
158714,298
165741,298
166038,298
167047,298
176551,298
180369,298
60943,299
2289,300
16955,300
16956,300
31337,300
34780,300
64528,300
76953,300
83926,300
86018,300
94982,300
100712,300
119807,300
158454,300
168719,300
36156,301
56916,302
77370,303
123003,304
46806,305
123004,305
17178,306
42499,307
196300,308
130415,309
156191,310
168395,310
41684,311
108872,311
108873,311
124389,311
130415,311
135134,311
136995,311
168395,311
113580,312
3844,313
67935,313
181524,313
181738,313
182047,313
182240,313
182264,313
182322,313
182689,313
182703,313
183439,313
183447,313
183466,313
183772,313
15465,314
121772,314
157006,314
60108,315
60668,315
59188,316
155366,317
110621,318
67548,319
129018,319
155963,319
161689,320
181669,320
3567,321
50090,322
50094,322
62032,322
144051,322
51995,323
3654,324
13586,324
17036,324
18577,324
22944,324
25693,324
27313,324
42040,324
43212,324
43899,324
49326,324
50220,324
50404,324
56758,324
56791,324
57933,324
58610,324
59460,324
61510,324
68423,324
68630,324
68836,324
72079,324
73199,324
73207,324
74487,324
82468,324
84037,324
95434,324
96508,324
102853,324
106422,324
107094,324
125449,324
125493,324
128874,324
133035,324
133314,324
142330,324
146723,324
146724,324
149952,324
151015,324
161656,324
163746,324
165214,324
165215,324
165255,324
166796,324
166892,324
168806,324
169976,324
177019,324
11349,325
28119,325
29157,325
32160,325
32161,325
95406,325
95408,325
98544,325
98548,325
126737,325
126759,325
139324,325
76463,326
97325,327
1877,328
1884,328
2128,328
3210,328
3534,328
9505,328
16750,328
49952,328
56909,328
57530,328
61226,328
66007,328
66094,328
67949,328
74583,328
74724,328
79866,328
80676,328
80702,328
82625,328
94009,328
99208,328
101310,328
102088,328
102097,328
107317,328
119271,328
119275,328
134741,328
134742,328
140770,328
142323,328
161163,328
165248,328
165798,328
168852,328
176461,328
97326,329
97327,330
53205,331
193159,331
196298,331
196320,331
197181,331
129234,332
188442,333
4448,334
124919,335
73768,336
190534,337
195307,337
15690,338
193831,339
100819,340
59512,341
57959,342
45248,343
60074,343
80685,343
10513,344
16490,345
106874,345
46971,346
69213,346
102226,346
105956,346
156177,346
180973,346
180987,346
56195,347
73056,347
100805,347
58858,348
26759,349
127654,349
187889,349
71673,350
29368,351
89699,352
89626,353
11572,354
19138,354
34526,354
37678,354
39113,354
43639,354
78743,354
127368,354
129562,354
130231,354
149361,354
152658,354
161965,354
166622,354
98301,355
3532,356
5650,356
23299,356
25510,356
26759,356
34787,356
50340,356
71865,356
94320,356
120560,356
124764,356
127613,356
127681,356
133006,356
133313,356
151383,356
157909,356
158833,356
167712,356
186412,356
187066,356
187148,356
187320,356
187789,356
187842,356
187889,356
188128,356
127654,357
2316,358
2629,358
2630,358
2631,358
5949,358
14718,358
14728,358
14729,358
14804,358
25355,358
30841,358
34877,358
35160,358
44427,358
44463,358
76195,358
84302,358
94421,358
106082,358
106284,358
106285,358
113725,358
117896,358
149958,358
177086,358
187404,359
79135,360
110927,361
160531,362
159849,363
37677,364
14956,365
28295,365
34649,366
24351,367
138284,367
145556,367
188262,368
39199,369
5854,370
42860,371
110024,371
14195,372
130133,373
43355,374
43358,374
58857,374
75323,374
112419,374
128521,374
2687,375
3725,375
8506,375
8899,375
19968,375
19980,375
20132,375
21557,375
28447,375
37156,375
54752,375
59035,375
59643,375
60205,375
60206,375
66144,375
67610,375
68179,375
71453,375
75559,375
84060,375
97156,375
102648,375
102890,375
102900,375
106120,375
113551,375
113740,375
113784,375
114898,375
118135,375
122884,375
123500,375
126518,375
128926,375
130941,375
132153,375
133354,375
133973,375
135348,375
135552,375
141690,375
145374,375
145410,375
155957,375
156047,375
157886,375
158034,375
158841,375
161893,375
168292,375
171082,375
171833,375
186415,376
98621,377
72849,378
93925,378
156460,378
10076,379
26654,380
6991,381
173852,381
49599,382
139184,382
73294,383
35016,384
39139,384
69162,384
113521,384
118083,384
138940,385
169512,386
9612,387
186694,388
138367,389
38462,390
186693,391
186944,391
106785,392
33239,393
128076,394
115218,395
34929,396
181693,396
183743,396
26306,397
43093,397
103405,397
115992,397
118977,397
153139,397
162645,397
166688,397
116228,398
119294,399
154672,400
1857,401
3924,401
4304,401
14751,401
14853,401
15466,401
15968,401
17137,401
22728,401
23046,401
30500,401
30847,401
36527,401
37163,401
40296,401
44601,401
47046,401
50641,401
51309,401
58709,401
59470,401
61486,401
68673,401
73228,401
74725,401
87416,401
95235,401
97042,401
102871,401
104146,401
104917,401
104934,401
108994,401
110122,401
110459,401
111957,401
112555,401
116476,401
124629,401
125629,401
125630,401
127620,401
128401,401
130316,401
131942,401
132345,401
132439,401
134192,401
134631,401
136624,401
141426,401
141592,401
141956,401
141997,401
141998,401
144423,401
144594,401
145693,401
145888,401
149597,401
154623,401
156070,401
171436,401
173252,401
174504,401
177152,401
177161,401
177211,401
177268,401
177313,401
177412,401
177462,401
177956,401
177982,401
178427,401
178641,401
178818,401
178819,401
178832,401
178991,401
33606,402
114348,402
121583,402
138875,402
148779,402
149864,402
11217,403
22555,404
154619,405
187428,406
189238,407
41881,408
146701,408
158003,408
64673,409
28626,410
26644,411
66181,411
92266,411
150653,411
175598,411
181694,412
146911,413
160880,413
107811,414
1731,415
2825,415
11529,415
18157,415
19449,415
